Date : 2023-05-15 16:02:53
Directory : c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2
Total : 693 files,  90245 codes, 15306 comments, 9257 blanks, all 114808 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\forward\forward.jsp.html                                                             | HTML            |         27 |          0 |          7 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\forward\fwd.html                                                                     | HTML            |         11 |         16 |          4 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\forward\one.jsp                                                                      | HTML            |         19 |          0 |          4 |         23 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\forward\one.jsp.html                                                                 | HTML            |         20 |          0 |          4 |         24 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\forward\two.html                                                                     | HTML            |          5 |         16 |          2 |         23 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\foo.html                                                                     | HTML            |          1 |         16 |          1 |         18 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\foo.jsp                                                                      | HTML            |         14 |          0 |          4 |         18 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\foo.jsp.html                                                                 | HTML            |         15 |          0 |          3 |         18 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\inc.html                                                                     | HTML            |         11 |         16 |          4 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\include.jsp                                                                  | HTML            |         22 |          0 |          9 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\include\include.jsp.html                                                             | HTML            |         23 |          0 |          8 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\index.html                                                                           | HTML            |        256 |         16 |         90 |        362 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\Functions.java.html                                                          | HTML            |         42 |          0 |          4 |         46 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\ValuesBean.java.html                                                         | HTML            |         44 |          0 |          7 |         51 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\ValuesTag.java.html                                                          | HTML            |         69 |          0 |         11 |         80 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-arithmetic.html                                                        | HTML            |         11 |         16 |          4 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-arithmetic.jsp                                                         | HTML            |         86 |          0 |          3 |         89 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-arithmetic.jsp.html                                                    | HTML            |         87 |          0 |          2 |         89 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-comparisons.html                                                       | HTML            |         11 |         16 |          4 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-comparisons.jsp                                                        | HTML            |        114 |          0 |          3 |        117 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\basic-comparisons.jsp.html                                                   | HTML            |        115 |          0 |          2 |        117 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\composite.html                                                               | HTML            |         12 |         16 |          4 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\composite.jsp                                                                | HTML            |        100 |          4 |          7 |        111 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\composite.jsp.html                                                           | HTML            |        105 |          0 |          6 |        111 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\functions.html                                                               | HTML            |         13 |         16 |          4 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\functions.jsp                                                                | HTML            |         62 |          0 |          6 |         68 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\functions.jsp.html                                                           | HTML            |         63 |          0 |          5 |         68 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\implicit-objects.html                                                        | HTML            |         12 |         16 |          4 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\implicit-objects.jsp                                                         | HTML            |         86 |          0 |          5 |         91 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\el\implicit-objects.jsp.html                                                    | HTML            |         87 |          0 |          4 |         91 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\FooBean.java.html                                                  | HTML            |         30 |          0 |          5 |         35 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\HelloWorldSimpleTag.java.html                                      | HTML            |         30 |          0 |          3 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\ShuffleSimpleTag.java.html                                         | HTML            |         78 |          0 |          8 |         86 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\TileSimpleTag.java.html                                            | HTML            |         41 |          0 |          6 |         47 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\jspattribute.html                                                  | HTML            |         16 |         16 |          6 |         38 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\jspattribute.jsp                                                   | HTML            |         43 |          0 |          4 |         47 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\jspattribute.jsp.html                                              | HTML            |         44 |          0 |          3 |         47 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\shuffle.html                                                       | HTML            |         16 |         16 |          6 |         38 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\shuffle.jsp                                                        | HTML            |         87 |          0 |          4 |         91 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspattribute\shuffle.jsp.html                                                   | HTML            |         88 |          0 |          3 |         91 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspx\basic.html                                                                 | HTML            |         12 |         16 |          4 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspx\basic.jspx.html                                                            | HTML            |         47 |          0 |          2 |         49 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspx\svgexample.html                                                            | HTML            |         31 |         15 |          1 |         47 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspx\textRotate.html                                                            | HTML            |         13 |         16 |          4 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\jspx\textRotate.jspx.html                                                       | HTML            |         52 |          0 |          2 |         54 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\EchoAttributesTag.java.html                                                | HTML            |         52 |          0 |          5 |         57 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\coda.jspf.html                                                             | HTML            |         20 |          0 |          2 |         22 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\config.html                                                                | HTML            |         16 |         16 |          4 |         36 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\config.jsp                                                                 | HTML            |         29 |          0 |          4 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\config.jsp.html                                                            | HTML            |         30 |          0 |          3 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\dynamicattrs.html                                                          | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\dynamicattrs.jsp                                                           | HTML            |         42 |          0 |          3 |         45 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\dynamicattrs.jsp.html                                                      | HTML            |         43 |          0 |          2 |         45 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\misc\prelude.jspf.html                                                          | HTML            |         20 |          0 |          2 |         22 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\BookBean.java.html                                                    | HTML            |         37 |          0 |          6 |         43 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\FindBookSimpleTag.java.html                                           | HTML            |         39 |          0 |          6 |         45 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\Functions.java.html                                                   | HTML            |         42 |          0 |          4 |         46 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\HelloWorldSimpleTag.java.html                                         | HTML            |         30 |          0 |          3 |         33 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\RepeatSimpleTag.java.html                                             | HTML            |         38 |          0 |          5 |         43 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\book.html                                                             | HTML            |         18 |         16 |          4 |         38 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\book.jsp                                                              | HTML            |         53 |          0 |          3 |         56 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\book.jsp.html                                                         | HTML            |         54 |          0 |          2 |         56 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\hello.html                                                            | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\hello.jsp                                                             | HTML            |         29 |          0 |          3 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\hello.jsp.html                                                        | HTML            |         30 |          0 |          2 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\repeat.html                                                           | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\repeat.jsp                                                            | HTML            |         37 |          0 |          3 |         40 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\simpletag\repeat.jsp.html                                                       | HTML            |         38 |          0 |          2 |         40 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\displayProducts.tag.html                                               | HTML            |         53 |          0 |          3 |         56 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\hello.html                                                             | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\hello.jsp                                                              | HTML            |         33 |          0 |          3 |         36 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\hello.jsp.html                                                         | HTML            |         34 |          0 |          2 |         36 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\helloWorld.tag.html                                                    | HTML            |         16 |          0 |          2 |         18 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\panel.html                                                             | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\panel.jsp                                                              | HTML            |         56 |          0 |          3 |         59 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\panel.jsp.html                                                         | HTML            |         57 |          0 |          2 |         59 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\panel.tag.html                                                         | HTML            |         28 |          0 |          2 |         30 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\products.html                                                          | HTML            |         14 |         16 |          4 |         34 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\products.jsp                                                           | HTML            |         52 |          0 |          3 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsp2\tagfiles\products.jsp.html                                                      | HTML            |         53 |          0 |          2 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\ServletToJsp.java.html                                                     | HTML            |         35 |          0 |          5 |         40 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\hello.jsp                                                                  | HTML            |         22 |          0 |          4 |         26 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\hello.jsp.html                                                             | HTML            |         23 |          0 |          4 |         27 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\jsptoservlet.jsp                                                           | HTML            |         18 |          1 |          4 |         23 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\jsptoservlet.jsp.html                                                      | HTML            |         20 |          0 |          4 |         24 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\jsptoserv\jts.html                                                                   | HTML            |         16 |         16 |          5 |         37 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\num\numguess.html                                                                    | HTML            |         11 |         20 |          4 |         35 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\num\numguess.jsp                                                                     | HTML            |         48 |          0 |         22 |         70 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\num\numguess.jsp.html                                                                | HTML            |         49 |          0 |         21 |         70 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\error.jsp                                                         | HTML            |         23 |          0 |          3 |         26 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\error.jsp.html                                                    | HTML            |         24 |          0 |          2 |         26 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\index.jsp                                                         | HTML            |        152 |          0 |         12 |        164 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\index.jsp.html                                                    | HTML            |        153 |          0 |         11 |        164 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\login.jsp                                                         | HTML            |         36 |          0 |          3 |         39 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\security\protected\login.jsp.html                                                    | HTML            |         37 |          0 |          2 |         39 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\sessions\DummyCart.html                                                              | HTML            |         36 |         16 |          5 |         57 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\sessions\carts.html                                                                  | HTML            |         29 |         16 |          9 |         54 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\sessions\carts.jsp                                                                   | HTML            |         36 |          0 |          8 |         44 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\sessions\carts.jsp.html                                                              | HTML            |         37 |          0 |          7 |         44 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\sessions\crt.html                                                                    | HTML            |         13 |         16 |          6 |         35 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\simpletag\foo.html                                                                   | HTML            |         11 |         16 |          4 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\simpletag\foo.jsp                                                                    | HTML            |         31 |          0 |          8 |         39 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\simpletag\foo.jsp.html                                                               | HTML            |         32 |          0 |          7 |         39 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\snp\snoop.html                                                                       | HTML            |         11 |         16 |          5 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\snp\snoop.jsp                                                                        | HTML            |         54 |          0 |          3 |         57 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\snp\snoop.jsp.html                                                                   | HTML            |         55 |          0 |          2 |         57 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\choose.html                                                                | HTML            |         17 |         16 |          4 |         37 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\choose.jsp                                                                 | HTML            |         48 |          0 |          7 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\choose.jsp.html                                                            | HTML            |         49 |          0 |          6 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\foreach.html                                                               | HTML            |         17 |         16 |          4 |         37 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\foreach.jsp                                                                | HTML            |         44 |          0 |         11 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\foreach.jsp.html                                                           | HTML            |         45 |          0 |         10 |         55 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\howto.html                                                                 | HTML            |         28 |         16 |          2 |         46 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\if.html                                                                    | HTML            |         17 |         16 |          4 |         37 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\if.jsp                                                                     | HTML            |         41 |          0 |          7 |         48 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\if.jsp.html                                                                | HTML            |         42 |          0 |          6 |         48 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\tagplugin\notes.html                                                                 | HTML            |         24 |         16 |          2 |         42 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\xml\xml.html                                                                         | HTML            |         11 |         16 |          5 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\xml\xml.jsp                                                                          | HTML            |         44 |         17 |         10 |         71 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\jsp\xml\xml.jsp.html                                                                     | HTML            |         60 |          0 |         11 |         71 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\cookies.html                                                                    | HTML            |         38 |         16 |          8 |         62 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\helloworld.html                                                                 | HTML            |         31 |         16 |          4 |         51 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\index.html                                                                      | HTML            |        151 |         16 |         27 |        194 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\nonblocking\bytecounter.html                                                    | HTML            |         16 |         16 |          0 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\reqheaders.html                                                                 | HTML            |         30 |         16 |          4 |         50 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\reqinfo.html                                                                    | HTML            |         47 |         16 |          6 |         69 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\reqparams.html                                                                  | HTML            |         60 |         16 |          7 |         83 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\servlets\sessions.html                                                                   | HTML            |         44 |         16 |         11 |         71 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\websocket\chat.xhtml                                                                     | HTML            |        103 |         16 |         17 |        136 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\websocket\drawboard.xhtml                                                                | HTML            |        719 |         16 |        164 |        899 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\websocket\echo.xhtml                                                                     | HTML            |        146 |         25 |         13 |        184 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\websocket\index.xhtml                                                                    | HTML            |         15 |         16 |          1 |         32 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\examples\websocket\snake.xhtml                                                                    | HTML            |        223 |         16 |         27 |        266 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\META-INF\context.xml                                                                 | XML             |          8 |         16 |          0 |         24 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\WEB-INF\jsp\401.jsp                                                                  | HTML            |         62 |          6 |          4 |         72 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\WEB-INF\jsp\403.jsp                                                                  | HTML            |         81 |          6 |          4 |         91 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\WEB-INF\jsp\404.jsp                                                                  | HTML            |         54 |          6 |          3 |         63 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\WEB-INF\manager.xml                                                                  | XML             |          9 |         21 |          1 |         31 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\WEB-INF\web.xml                                                                      | XML             |        110 |         25 |         14 |        149 |
| c:\Users\Pc\Documents\1DAW\DAW-private\2PI\version2\apache-tomcat-9.0.73\webapps\host-manager\css\manager.css                                                                      | CSS             |        104 |         16 |         21 |        141 |
